,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,0.0361,https://api.spotify.com/v1/audio-analysis/5vyONuW3HK0kJQBkrSp25B,0.55,206853,0.683,5vyONuW3HK0kJQBkrSp25B,1.75e-06,4,0.334,-6.914,1,0.0362,87.053,4,https://api.spotify.com/v1/tracks/5vyONuW3HK0kJQBkrSp25B,audio_features,spotify:track:5vyONuW3HK0kJQBkrSp25B,0.24
0,0.00047,https://api.spotify.com/v1/audio-analysis/3wnYQrgVJO5Kse4Pq8eyoz,0.435,197333,0.811,3wnYQrgVJO5Kse4Pq8eyoz,0,2,0.163,-5.594,1,0.0357,152.041,4,https://api.spotify.com/v1/tracks/3wnYQrgVJO5Kse4Pq8eyoz,audio_features,spotify:track:3wnYQrgVJO5Kse4Pq8eyoz,0.174
0,0.1,https://api.spotify.com/v1/audio-analysis/7A4WmJcWx6KrVRfQ2CP8e7,0.528,221400,0.718,7A4WmJcWx6KrVRfQ2CP8e7,0,7,0.304,-6.954,1,0.0337,155.759,4,https://api.spotify.com/v1/tracks/7A4WmJcWx6KrVRfQ2CP8e7,audio_features,spotify:track:7A4WmJcWx6KrVRfQ2CP8e7,0.51
0,0.00648,https://api.spotify.com/v1/audio-analysis/66mmgHMVELzJ95xzfeFL2r,0.506,190223,0.749,66mmgHMVELzJ95xzfeFL2r,2.03e-05,8,0.223,-4.982,0,0.0388,151.928,4,https://api.spotify.com/v1/tracks/66mmgHMVELzJ95xzfeFL2r,audio_features,spotify:track:66mmgHMVELzJ95xzfeFL2r,0.372
0,0.0539,https://api.spotify.com/v1/audio-analysis/0QlVTCl7DKwI4pxuHgJtLo,0.613,193725,0.851,0QlVTCl7DKwI4pxuHgJtLo,6.62e-06,10,0.0443,-3.762,1,0.0776,167.953,4,https://api.spotify.com/v1/tracks/0QlVTCl7DKwI4pxuHgJtLo,audio_features,spotify:track:0QlVTCl7DKwI4pxuHgJtLo,0.958
0,0.0923,https://api.spotify.com/v1/audio-analysis/62TNzM2AkC9NiTu9nEcmMI,0.399,222400,0.795,62TNzM2AkC9NiTu9nEcmMI,0.00158,1,0.0905,-5.302,0,0.1,183.707,4,https://api.spotify.com/v1/tracks/62TNzM2AkC9NiTu9nEcmMI,audio_features,spotify:track:62TNzM2AkC9NiTu9nEcmMI,0.35
0,0.394,https://api.spotify.com/v1/audio-analysis/2dXGmRWNxNwSakbBPxAbiH,0.497,258685,0.657,2dXGmRWNxNwSakbBPxAbiH,0.0019,0,0.349,-7.021,0,0.0335,143.612,4,https://api.spotify.com/v1/tracks/2dXGmRWNxNwSakbBPxAbiH,audio_features,spotify:track:2dXGmRWNxNwSakbBPxAbiH,0.511
0,0.783,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,0.68,171693,0.246,2Dct3GykKZ58hpWRFfe2Qd,0,4,0.106,-14.112,1,0.058,110.23,4,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,audio_features,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,0.388
0,0.348,https://api.spotify.com/v1/audio-analysis/7vO8j7ZguKfYTxIkwljal5,0.679,255148,0.401,7vO8j7ZguKfYTxIkwljal5,0.000534,2,0.303,-13.766,1,0.0275,117.993,4,https://api.spotify.com/v1/tracks/7vO8j7ZguKfYTxIkwljal5,audio_features,spotify:track:7vO8j7ZguKfYTxIkwljal5,0.448
0,0.513,https://api.spotify.com/v1/audio-analysis/45Ue0F8p2OaC94Jdyoeg6u,0.659,203373,0.683,45Ue0F8p2OaC94Jdyoeg6u,4.93e-06,3,0.133,-5.623,1,0.0312,139.931,4,https://api.spotify.com/v1/tracks/45Ue0F8p2OaC94Jdyoeg6u,audio_features,spotify:track:45Ue0F8p2OaC94Jdyoeg6u,0.397
0,0.173,https://api.spotify.com/v1/audio-analysis/6B2dIHvZz7NgfxLN3eQAah,0.532,291796,0.393,6B2dIHvZz7NgfxLN3eQAah,0.0424,9,0.111,-10.364,1,0.0269,107.02,3,https://api.spotify.com/v1/tracks/6B2dIHvZz7NgfxLN3eQAah,audio_features,spotify:track:6B2dIHvZz7NgfxLN3eQAah,0.201
0,0.905,https://api.spotify.com/v1/audio-analysis/0Vtik6x9dLUPNoyIoJZm9I,0.699,220976,0.293,0Vtik6x9dLUPNoyIoJZm9I,0.054,0,0.148,-10.815,1,0.0321,109.793,4,https://api.spotify.com/v1/tracks/0Vtik6x9dLUPNoyIoJZm9I,audio_features,spotify:track:0Vtik6x9dLUPNoyIoJZm9I,0.538
0,0.528,https://api.spotify.com/v1/audio-analysis/7MfjR1LV7kumgLcAfpCXN2,0.636,187307,0.652,7MfjR1LV7kumgLcAfpCXN2,0,9,0.297,-8.431,1,0.0387,83.933,4,https://api.spotify.com/v1/tracks/7MfjR1LV7kumgLcAfpCXN2,audio_features,spotify:track:7MfjR1LV7kumgLcAfpCXN2,0.61
0,0.276,https://api.spotify.com/v1/audio-analysis/5OasGMgbZAHCR4BnUXNVv8,0.511,188267,0.685,5OasGMgbZAHCR4BnUXNVv8,0.00337,8,0.168,-5.988,1,0.0482,169.145,4,https://api.spotify.com/v1/tracks/5OasGMgbZAHCR4BnUXNVv8,audio_features,spotify:track:5OasGMgbZAHCR4BnUXNVv8,0.58
0,0.442,https://api.spotify.com/v1/audio-analysis/7Bpivl6q9y2FgSp1nr5MZ8,0.409,241899,0.503,7Bpivl6q9y2FgSp1nr5MZ8,0,3,0.0867,-6.859,1,0.0424,73.104,4,https://api.spotify.com/v1/tracks/7Bpivl6q9y2FgSp1nr5MZ8,audio_features,spotify:track:7Bpivl6q9y2FgSp1nr5MZ8,0.193
0,0.0224,https://api.spotify.com/v1/audio-analysis/46fHLVEQBcyC8VjnmdDF3q,0.391,257413,0.789,46fHLVEQBcyC8VjnmdDF3q,9.95e-06,2,0.143,-6.166,1,0.0436,126.544,4,https://api.spotify.com/v1/tracks/46fHLVEQBcyC8VjnmdDF3q,audio_features,spotify:track:46fHLVEQBcyC8VjnmdDF3q,0.338
0,0.716,https://api.spotify.com/v1/audio-analysis/3vNsIsqM1MdTT1z4jNUf46,0.685,203964,0.32,3vNsIsqM1MdTT1z4jNUf46,0,9,0.0925,-6.196,1,0.0284,85.784,4,https://api.spotify.com/v1/tracks/3vNsIsqM1MdTT1z4jNUf46,audio_features,spotify:track:3vNsIsqM1MdTT1z4jNUf46,0.272
0,0.729,https://api.spotify.com/v1/audio-analysis/7DrV8qvP5o1SWonZelyQuX,0.494,201163,0.366,7DrV8qvP5o1SWonZelyQuX,0,7,0.183,-8.433,1,0.0378,173.779,3,https://api.spotify.com/v1/tracks/7DrV8qvP5o1SWonZelyQuX,audio_features,spotify:track:7DrV8qvP5o1SWonZelyQuX,0.484
0,0.238,https://api.spotify.com/v1/audio-analysis/3rXcD1ODKBv1MJnb1PY2pL,0.798,189586,0.609,3rXcD1ODKBv1MJnb1PY2pL,0.000164,2,0.148,-5.639,1,0.233,86.955,4,https://api.spotify.com/v1/tracks/3rXcD1ODKBv1MJnb1PY2pL,audio_features,spotify:track:3rXcD1ODKBv1MJnb1PY2pL,0.604
0,0.414,https://api.spotify.com/v1/audio-analysis/5AnsnQkwnkPf2kxj05ZMlK,0.55,244240,0.565,5AnsnQkwnkPf2kxj05ZMlK,0,6,0.125,-7.803,1,0.0328,103.77,4,https://api.spotify.com/v1/tracks/5AnsnQkwnkPf2kxj05ZMlK,audio_features,spotify:track:5AnsnQkwnkPf2kxj05ZMlK,0.732
0,0.0942,https://api.spotify.com/v1/audio-analysis/57Wv6UAbDJg8ofGNxH4npl,0.583,252817,0.693,57Wv6UAbDJg8ofGNxH4npl,0.00153,4,0.217,-6.817,1,0.0319,106.041,4,https://api.spotify.com/v1/tracks/57Wv6UAbDJg8ofGNxH4npl,audio_features,spotify:track:57Wv6UAbDJg8ofGNxH4npl,0.352
0,0.183,https://api.spotify.com/v1/audio-analysis/4WNsQR8HnXcoyylyjLVENg,0.442,289960,0.903,4WNsQR8HnXcoyylyjLVENg,0.088,7,0.124,-4.695,1,0.0438,91.912,4,https://api.spotify.com/v1/tracks/4WNsQR8HnXcoyylyjLVENg,audio_features,spotify:track:4WNsQR8HnXcoyylyjLVENg,0.739
0,0.299,https://api.spotify.com/v1/audio-analysis/6SDAyY4qCtrsTbXGklYJB4,0.536,244627,0.608,6SDAyY4qCtrsTbXGklYJB4,0.00143,9,0.128,-6.385,1,0.0295,147.957,4,https://api.spotify.com/v1/tracks/6SDAyY4qCtrsTbXGklYJB4,audio_features,spotify:track:6SDAyY4qCtrsTbXGklYJB4,0.681
0,0.0732,https://api.spotify.com/v1/audio-analysis/0lGav1fK5Yv0N9dWhUpmKJ,0.517,200673,0.691,0lGav1fK5Yv0N9dWhUpmKJ,1.4e-05,2,0.315,-6.266,1,0.0406,88.996,4,https://api.spotify.com/v1/tracks/0lGav1fK5Yv0N9dWhUpmKJ,audio_features,spotify:track:0lGav1fK5Yv0N9dWhUpmKJ,0.535
0,0.4,https://api.spotify.com/v1/audio-analysis/3nuXMmXEJz8nRjDikhLryl,0.478,192627,0.366,3nuXMmXEJz8nRjDikhLryl,0.0066,0,0.0984,-12.045,1,0.0376,121.683,3,https://api.spotify.com/v1/tracks/3nuXMmXEJz8nRjDikhLryl,audio_features,spotify:track:3nuXMmXEJz8nRjDikhLryl,0.291
0,0.268,https://api.spotify.com/v1/audio-analysis/2UikqkwBv7aIvlixeVXHWt,0.602,213493,0.477,2UikqkwBv7aIvlixeVXHWt,3.1e-05,9,0.173,-8.425,1,0.032,183.89,4,https://api.spotify.com/v1/tracks/2UikqkwBv7aIvlixeVXHWt,audio_features,spotify:track:2UikqkwBv7aIvlixeVXHWt,0.552
