,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,0.000668,https://api.spotify.com/v1/audio-analysis/3sRZqCxbnwiKKPe57WoT6S,0.438,446146,0.687,3sRZqCxbnwiKKPe57WoT6S,0.0801,7,0.42,-9.15,1,0.0619,103.01,3,https://api.spotify.com/v1/tracks/3sRZqCxbnwiKKPe57WoT6S,audio_features,spotify:track:3sRZqCxbnwiKKPe57WoT6S,0.426
0,0.000353,https://api.spotify.com/v1/audio-analysis/5V3mdRI2yQxbSsJGDPc5lD,0.42,210240,0.929,5V3mdRI2yQxbSsJGDPc5lD,0.000747,7,0.122,-3.899,0,0.121,127.204,4,https://api.spotify.com/v1/tracks/5V3mdRI2yQxbSsJGDPc5lD,audio_features,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,0.3
0,0.0807,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,0.636,208760,0.676,2tznHmp70DxMyr2XhWLOW0,0,2,0.0831,-3.442,1,0.0263,113.98,4,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,audio_features,spotify:track:2tznHmp70DxMyr2XhWLOW0,0.273
0,0.0046,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,0.496,185587,0.863,2nLtzopw4rPReszdYBJU6h,0,9,0.639,-4.153,1,0.0381,110.018,4,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,audio_features,spotify:track:2nLtzopw4rPReszdYBJU6h,0.243
0,0.0173,https://api.spotify.com/v1/audio-analysis/4TP87oBoycQ7YXPYJ3hDjX,0.581,157653,0.874,4TP87oBoycQ7YXPYJ3hDjX,0,1,0.0547,-3.818,1,0.0459,103.045,4,https://api.spotify.com/v1/tracks/4TP87oBoycQ7YXPYJ3hDjX,audio_features,spotify:track:4TP87oBoycQ7YXPYJ3hDjX,0.541
0,0.000966,https://api.spotify.com/v1/audio-analysis/22g4XtPoAnhI5npNLXtNUm,0.339,260907,0.888,22g4XtPoAnhI5npNLXtNUm,1.2e-05,2,0.0996,-2.785,1,0.0455,173.915,4,https://api.spotify.com/v1/tracks/22g4XtPoAnhI5npNLXtNUm,audio_features,spotify:track:22g4XtPoAnhI5npNLXtNUm,0.566
0,0.024,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,0.468,382834,0.536,0vFOzaXqZHahrZp6enQwQb,0.00199,11,0.269,-10.422,0,0.144,126.256,1,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,audio_features,spotify:track:0vFOzaXqZHahrZp6enQwQb,0.785
0,0.00265,https://api.spotify.com/v1/audio-analysis/1sFMp92IOMEXvza2liF4DZ,0.481,304027,0.933,1sFMp92IOMEXvza2liF4DZ,9.46e-06,11,0.0927,-4.41,0,0.0466,153.289,4,https://api.spotify.com/v1/tracks/1sFMp92IOMEXvza2liF4DZ,audio_features,spotify:track:1sFMp92IOMEXvza2liF4DZ,0.442
0,0.447,https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD,0.634,270773,0.63,6H3kDe7CGoWYBabAeVWGiD,0.039,1,0.17,-8.277,0,0.031,118.628,4,https://api.spotify.com/v1/tracks/6H3kDe7CGoWYBabAeVWGiD,audio_features,spotify:track:6H3kDe7CGoWYBabAeVWGiD,0.489
0,0.00674,https://api.spotify.com/v1/audio-analysis/3dlDhA7jnsRQf842wfY7BQ,0.46,191533,0.894,3dlDhA7jnsRQf842wfY7BQ,0.00661,9,0.143,-4.557,0,0.0572,134.019,4,https://api.spotify.com/v1/tracks/3dlDhA7jnsRQf842wfY7BQ,audio_features,spotify:track:3dlDhA7jnsRQf842wfY7BQ,0.235
0,0.000147,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,0.502,292880,0.89,57bgtoPSgt236HzfBOd8kj,0.0117,4,0.217,-5.175,1,0.0364,133.52,4,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,audio_features,spotify:track:57bgtoPSgt236HzfBOd8kj,0.259
0,0.000248,https://api.spotify.com/v1/audio-analysis/3sHH7lklbfpcraDDvYnjo7,0.541,311813,0.968,3sHH7lklbfpcraDDvYnjo7,8.28e-06,0,0.423,-4.129,1,0.0396,125.04,4,https://api.spotify.com/v1/tracks/3sHH7lklbfpcraDDvYnjo7,audio_features,spotify:track:3sHH7lklbfpcraDDvYnjo7,0.505
0,0.00796,https://api.spotify.com/v1/audio-analysis/0xMEF2WiqKWTIG7Krjungw,0.463,179653,0.749,0xMEF2WiqKWTIG7Krjungw,0.00219,11,0.0558,-8.118,0,0.0891,183.048,4,https://api.spotify.com/v1/tracks/0xMEF2WiqKWTIG7Krjungw,audio_features,spotify:track:0xMEF2WiqKWTIG7Krjungw,0.888
0,0.0455,https://api.spotify.com/v1/audio-analysis/7cdnq45E9aP2XDStHg5vd7,0.501,138707,0.813,7cdnq45E9aP2XDStHg5vd7,4.75e-05,11,0.131,-8.192,1,0.0639,136.59,4,https://api.spotify.com/v1/tracks/7cdnq45E9aP2XDStHg5vd7,audio_features,spotify:track:7cdnq45E9aP2XDStHg5vd7,0.495
0,0.0039,https://api.spotify.com/v1/audio-analysis/52jC5QLj1sazMXPIxl68l0,0.424,175587,0.891,52jC5QLj1sazMXPIxl68l0,0.0206,0,0.0687,-5.279,1,0.0366,94.023,4,https://api.spotify.com/v1/tracks/52jC5QLj1sazMXPIxl68l0,audio_features,spotify:track:52jC5QLj1sazMXPIxl68l0,0.397
0,0.0326,https://api.spotify.com/v1/audio-analysis/5NIPsWpDjJTFBoPxCUUeXp,0.445,273600,0.955,5NIPsWpDjJTFBoPxCUUeXp,0.284,8,0.317,-8.027,1,0.0856,123.343,4,https://api.spotify.com/v1/tracks/5NIPsWpDjJTFBoPxCUUeXp,audio_features,spotify:track:5NIPsWpDjJTFBoPxCUUeXp,0.336
0,0.158,https://api.spotify.com/v1/audio-analysis/2REDzWYPZu53tRPRyoelKi,0.408,268507,0.987,2REDzWYPZu53tRPRyoelKi,0.0121,1,0.333,-6.941,1,0.0807,149.376,4,https://api.spotify.com/v1/tracks/2REDzWYPZu53tRPRyoelKi,audio_features,spotify:track:2REDzWYPZu53tRPRyoelKi,0.319
0,0.0608,https://api.spotify.com/v1/audio-analysis/5x6alRKb9sdCidGQz5luEd,0.405,263867,0.968,5x6alRKb9sdCidGQz5luEd,0.266,11,0.363,-7.975,1,0.078,140.676,4,https://api.spotify.com/v1/tracks/5x6alRKb9sdCidGQz5luEd,audio_features,spotify:track:5x6alRKb9sdCidGQz5luEd,0.452
0,0.0276,https://api.spotify.com/v1/audio-analysis/39RGjsGMaKN7r7BZRdn1wV,0.494,228893,0.925,39RGjsGMaKN7r7BZRdn1wV,0,8,0.286,-9.288,1,0.0427,106.08,4,https://api.spotify.com/v1/tracks/39RGjsGMaKN7r7BZRdn1wV,audio_features,spotify:track:39RGjsGMaKN7r7BZRdn1wV,0.566
0,0.0214,https://api.spotify.com/v1/audio-analysis/5Q41NLTmGbVPozwHKK7bk2,0.274,406307,0.949,5Q41NLTmGbVPozwHKK7bk2,0.00778,11,0.218,-8.642,1,0.0896,100.346,4,https://api.spotify.com/v1/tracks/5Q41NLTmGbVPozwHKK7bk2,audio_features,spotify:track:5Q41NLTmGbVPozwHKK7bk2,0.497
0,0.215,https://api.spotify.com/v1/audio-analysis/6zVhuqfLLKKL29blllsegO,0.471,219933,0.937,6zVhuqfLLKKL29blllsegO,0.0281,8,0.571,-8.471,1,0.0536,102.834,4,https://api.spotify.com/v1/tracks/6zVhuqfLLKKL29blllsegO,audio_features,spotify:track:6zVhuqfLLKKL29blllsegO,0.31
0,0.0666,https://api.spotify.com/v1/audio-analysis/267z5eJwlfiP5FZ3CklTtK,0.241,231600,0.984,267z5eJwlfiP5FZ3CklTtK,0.0161,1,0.0636,-6.965,1,0.105,170.398,4,https://api.spotify.com/v1/tracks/267z5eJwlfiP5FZ3CklTtK,audio_features,spotify:track:267z5eJwlfiP5FZ3CklTtK,0.317
0,0.141,https://api.spotify.com/v1/audio-analysis/4MhTFsyqIJnjsOweVcU8ug,0.449,356400,0.901,4MhTFsyqIJnjsOweVcU8ug,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,https://api.spotify.com/v1/tracks/4MhTFsyqIJnjsOweVcU8ug,audio_features,spotify:track:4MhTFsyqIJnjsOweVcU8ug,0.696
0,0.0338,https://api.spotify.com/v1/audio-analysis/7iLeu3HnJt7hkxfrqO55V4,0.366,206360,0.971,7iLeu3HnJt7hkxfrqO55V4,0.294,1,0.297,-7.281,1,0.062,152.181,4,https://api.spotify.com/v1/tracks/7iLeu3HnJt7hkxfrqO55V4,audio_features,spotify:track:7iLeu3HnJt7hkxfrqO55V4,0.285
0,0.0303,https://api.spotify.com/v1/audio-analysis/5j6WdDC183izbbjedKsSAe,0.463,375307,0.943,5j6WdDC183izbbjedKsSAe,0.213,10,0.0251,-7.95,1,0.0419,111.577,4,https://api.spotify.com/v1/tracks/5j6WdDC183izbbjedKsSAe,audio_features,spotify:track:5j6WdDC183izbbjedKsSAe,0.55
0,0.0628,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,0.529,310333,0.843,3MrRksHupTVEQ7YbA0FsZK,0.000827,6,0.0608,-6.908,0,0.0616,117.662,4,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,audio_features,spotify:track:3MrRksHupTVEQ7YbA0FsZK,0.188
0,0.0028,https://api.spotify.com/v1/audio-analysis/3OOFEF20WqtsUPcRbPY3L7,0.778,204133,0.899,3OOFEF20WqtsUPcRbPY3L7,0.0345,2,0.0263,-6.552,1,0.0451,119.995,4,https://api.spotify.com/v1/tracks/3OOFEF20WqtsUPcRbPY3L7,audio_features,spotify:track:3OOFEF20WqtsUPcRbPY3L7,0.881
0,0.0039,https://api.spotify.com/v1/audio-analysis/3D0bXrSv7O73vOaGOG8J9c,0.222,293293,0.664,3D0bXrSv7O73vOaGOG8J9c,0.65,0,0.239,-5.242,0,0.0379,186.044,4,https://api.spotify.com/v1/tracks/3D0bXrSv7O73vOaGOG8J9c,audio_features,spotify:track:3D0bXrSv7O73vOaGOG8J9c,0.101
0,0.00572,https://api.spotify.com/v1/audio-analysis/26vGXL80873wfoGhBGpFSn,0.497,211093,0.984,26vGXL80873wfoGhBGpFSn,1.02e-05,9,0.0727,-4.976,1,0.131,160.046,4,https://api.spotify.com/v1/tracks/26vGXL80873wfoGhBGpFSn,audio_features,spotify:track:26vGXL80873wfoGhBGpFSn,0.363
0,0.00275,https://api.spotify.com/v1/audio-analysis/5YvxykvZqXarjoP9fne9jT,0.618,163800,0.99,5YvxykvZqXarjoP9fne9jT,0.000142,10,0.0908,-4.609,0,0.0917,108.066,4,https://api.spotify.com/v1/tracks/5YvxykvZqXarjoP9fne9jT,audio_features,spotify:track:5YvxykvZqXarjoP9fne9jT,0.307
0,0.00129,https://api.spotify.com/v1/audio-analysis/2RRETcA5w7xQjarvW96i3L,0.574,277813,0.959,2RRETcA5w7xQjarvW96i3L,1.83e-06,9,0.0727,-4.818,1,0.0746,93.977,4,https://api.spotify.com/v1/tracks/2RRETcA5w7xQjarvW96i3L,audio_features,spotify:track:2RRETcA5w7xQjarvW96i3L,0.578
0,0.00746,https://api.spotify.com/v1/audio-analysis/05yypZXDQjTGEoXBf2MZqs,0.296,211293,0.985,05yypZXDQjTGEoXBf2MZqs,0,2,0.325,-3.792,1,0.156,194.284,4,https://api.spotify.com/v1/tracks/05yypZXDQjTGEoXBf2MZqs,audio_features,spotify:track:05yypZXDQjTGEoXBf2MZqs,0.35
0,0.00464,https://api.spotify.com/v1/audio-analysis/0rlAqzR951Nz4Ze7GfcKP0,0.36,194160,0.983,0rlAqzR951Nz4Ze7GfcKP0,9.14e-06,7,0.359,-4.063,1,0.323,176.07,4,https://api.spotify.com/v1/tracks/0rlAqzR951Nz4Ze7GfcKP0,audio_features,spotify:track:0rlAqzR951Nz4Ze7GfcKP0,0.216
0,0.00225,https://api.spotify.com/v1/audio-analysis/1PTCTQoCq8IAL2kgvhe2s0,0.482,302520,0.973,1PTCTQoCq8IAL2kgvhe2s0,6.54e-05,0,0.153,-4.684,1,0.0911,117.075,4,https://api.spotify.com/v1/tracks/1PTCTQoCq8IAL2kgvhe2s0,audio_features,spotify:track:1PTCTQoCq8IAL2kgvhe2s0,0.498
0,0.000505,https://api.spotify.com/v1/audio-analysis/2dgex0FiYtsHguA8D5WScn,0.537,207493,0.971,2dgex0FiYtsHguA8D5WScn,0,10,0.117,-3.926,0,0.0783,76.964,4,https://api.spotify.com/v1/tracks/2dgex0FiYtsHguA8D5WScn,audio_features,spotify:track:2dgex0FiYtsHguA8D5WScn,0.472
0,2.64e-05,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,0.38,176346,0.988,6nTiIhLmQ3FWhvrGafw2zj,7.86e-05,1,0.368,-2.042,1,0.0639,186.113,4,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,audio_features,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.769
0,0.00204,https://api.spotify.com/v1/audio-analysis/1N8t57cDGg2rUvFMaWABuv,0.359,175007,0.721,1N8t57cDGg2rUvFMaWABuv,0,7,0.134,-5.176,1,0.0665,95.84,4,https://api.spotify.com/v1/tracks/1N8t57cDGg2rUvFMaWABuv,audio_features,spotify:track:1N8t57cDGg2rUvFMaWABuv,0.603
0,0.0377,https://api.spotify.com/v1/audio-analysis/3oCTZrItdPrphBFvFm67GG,0.568,162743,0.9,3oCTZrItdPrphBFvFm67GG,0,7,0.363,-3.629,0,0.139,94.963,4,https://api.spotify.com/v1/tracks/3oCTZrItdPrphBFvFm67GG,audio_features,spotify:track:3oCTZrItdPrphBFvFm67GG,0.375
0,0.0148,https://api.spotify.com/v1/audio-analysis/6RzQcj2SoYgmFsjScM7uoM,0.586,165566,0.841,6RzQcj2SoYgmFsjScM7uoM,0,9,0.522,-4.095,1,0.0735,102.115,4,https://api.spotify.com/v1/tracks/6RzQcj2SoYgmFsjScM7uoM,audio_features,spotify:track:6RzQcj2SoYgmFsjScM7uoM,0.55
0,0.00102,https://api.spotify.com/v1/audio-analysis/3z9BuxGz6LBEiAsIRHvVeD,0.626,220025,0.884,3z9BuxGz6LBEiAsIRHvVeD,0,2,0.335,-4.53,1,0.0621,109.994,4,https://api.spotify.com/v1/tracks/3z9BuxGz6LBEiAsIRHvVeD,audio_features,spotify:track:3z9BuxGz6LBEiAsIRHvVeD,0.758
0,0.271,https://api.spotify.com/v1/audio-analysis/3HBoVS9MBxqaLTacay4RrY,0.447,235099,0.7,3HBoVS9MBxqaLTacay4RrY,0,2,0.0521,-5.739,1,0.137,149.69,3,https://api.spotify.com/v1/tracks/3HBoVS9MBxqaLTacay4RrY,audio_features,spotify:track:3HBoVS9MBxqaLTacay4RrY,0.476
0,0.0012,https://api.spotify.com/v1/audio-analysis/55mJleti2WfWEFNFcBduhc,0.567,403533,0.714,55mJleti2WfWEFNFcBduhc,0.417,9,0.186,-8.512,0,0.0302,107.441,3,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,audio_features,spotify:track:55mJleti2WfWEFNFcBduhc,0.191
0,0.0204,https://api.spotify.com/v1/audio-analysis/32V8SrHZnYzZu7V47L2jgK,0.486,336000,0.744,32V8SrHZnYzZu7V47L2jgK,0.00298,6,0.112,-7.176,1,0.0404,132.446,4,https://api.spotify.com/v1/tracks/32V8SrHZnYzZu7V47L2jgK,audio_features,spotify:track:32V8SrHZnYzZu7V47L2jgK,0.362
0,0.0362,https://api.spotify.com/v1/audio-analysis/55LRDFmsuazr533WrtHHW9,0.596,219467,0.901,55LRDFmsuazr533WrtHHW9,0.749,3,0.0698,-7.373,1,0.0482,137.359,4,https://api.spotify.com/v1/tracks/55LRDFmsuazr533WrtHHW9,audio_features,spotify:track:55LRDFmsuazr533WrtHHW9,0.621
0,0.0533,https://api.spotify.com/v1/audio-analysis/3K2KSafiK1to517id5CoPr,0.443,271027,0.555,3K2KSafiK1to517id5CoPr,0.024,4,0.311,-9.303,0,0.0474,87.982,4,https://api.spotify.com/v1/tracks/3K2KSafiK1to517id5CoPr,audio_features,spotify:track:3K2KSafiK1to517id5CoPr,0.755
0,0.00437,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,0.415,243533,0.908,2SgbR6ttzoNlCRGQOKjrop,0.0345,2,0.082,-9.701,1,0.0765,114.816,4,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,audio_features,spotify:track:2SgbR6ttzoNlCRGQOKjrop,0.437
0,0.0583,https://api.spotify.com/v1/audio-analysis/6ndmKwWqMozN2tcZqzCX4K,0.688,230493,0.835,6ndmKwWqMozN2tcZqzCX4K,2.87e-06,8,0.0795,-4.162,1,0.0911,84.858,4,https://api.spotify.com/v1/tracks/6ndmKwWqMozN2tcZqzCX4K,audio_features,spotify:track:6ndmKwWqMozN2tcZqzCX4K,0.88
0,0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.438,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,audio_features,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.564
0,0.0149,https://api.spotify.com/v1/audio-analysis/1dXYBALYTj3AMxa8hgiQhA,0.581,189703,0.746,1dXYBALYTj3AMxa8hgiQhA,0.000276,10,0.594,-5.495,0,0.0422,101.881,4,https://api.spotify.com/v1/tracks/1dXYBALYTj3AMxa8hgiQhA,audio_features,spotify:track:1dXYBALYTj3AMxa8hgiQhA,0.455
0,0.000197,https://api.spotify.com/v1/audio-analysis/2093eVNfimjmNjU1gk1ES7,0.427,260276,0.944,2093eVNfimjmNjU1gk1ES7,0.0159,7,0.0625,-2.885,1,0.0565,101.078,4,https://api.spotify.com/v1/tracks/2093eVNfimjmNjU1gk1ES7,audio_features,spotify:track:2093eVNfimjmNjU1gk1ES7,0.248
0,7.13e-05,https://api.spotify.com/v1/audio-analysis/2vyae4DvSU2gs8OMOGwXF2,0.572,183053,0.825,2vyae4DvSU2gs8OMOGwXF2,0.000134,8,0.134,-3.977,1,0.04,98.057,4,https://api.spotify.com/v1/tracks/2vyae4DvSU2gs8OMOGwXF2,audio_features,spotify:track:2vyae4DvSU2gs8OMOGwXF2,0.56
0,0.013,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,0.564,146250,0.932,78lgmZwycJ3nzsdgmPPGNx,0.169,11,0.349,-10.068,1,0.0554,112.937,4,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,audio_features,spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.619
0,0.00206,https://api.spotify.com/v1/audio-analysis/5BIMPccDwShpXq784RJlJp,0.579,331573,0.824,5BIMPccDwShpXq784RJlJp,0.00903,6,0.059,-8.71,0,0.03,123.331,4,https://api.spotify.com/v1/tracks/5BIMPccDwShpXq784RJlJp,audio_features,spotify:track:5BIMPccDwShpXq784RJlJp,0.635
0,0.000773,https://api.spotify.com/v1/audio-analysis/1Ug98CRiQYu7wiSym4uLY4,0.632,324560,0.845,1Ug98CRiQYu7wiSym4uLY4,0.00152,7,0.0618,-6.336,1,0.0333,89.232,4,https://api.spotify.com/v1/tracks/1Ug98CRiQYu7wiSym4uLY4,audio_features,spotify:track:1Ug98CRiQYu7wiSym4uLY4,0.433
0,0.000288,https://api.spotify.com/v1/audio-analysis/1kaB0BvQEmwHeAzNh4jziT,0.48,227733,0.959,1kaB0BvQEmwHeAzNh4jziT,0.674,5,0.0507,-6.227,1,0.0376,172.186,4,https://api.spotify.com/v1/tracks/1kaB0BvQEmwHeAzNh4jziT,audio_features,spotify:track:1kaB0BvQEmwHeAzNh4jziT,0.348
0,0.0108,https://api.spotify.com/v1/audio-analysis/2lF8jQFhIjpmQa501sYXxR,0.539,387133,0.597,2lF8jQFhIjpmQa501sYXxR,0.00552,7,0.134,-9.581,1,0.0258,139.444,4,https://api.spotify.com/v1/tracks/2lF8jQFhIjpmQa501sYXxR,audio_features,spotify:track:2lF8jQFhIjpmQa501sYXxR,0.251
0,0.000526,https://api.spotify.com/v1/audio-analysis/49rcSzMayJhIwGf0CJCaxJ,0.554,404240,0.816,49rcSzMayJhIwGf0CJCaxJ,0.000711,11,0.0988,-7.871,1,0.0353,131.409,4,https://api.spotify.com/v1/tracks/49rcSzMayJhIwGf0CJCaxJ,audio_features,spotify:track:49rcSzMayJhIwGf0CJCaxJ,0.362
0,0.00453,https://api.spotify.com/v1/audio-analysis/0PDThNPaf3ganx4PFmGznK,0.674,240293,0.833,0PDThNPaf3ganx4PFmGznK,0.00574,2,0.274,-7.625,1,0.0393,107.991,4,https://api.spotify.com/v1/tracks/0PDThNPaf3ganx4PFmGznK,audio_features,spotify:track:0PDThNPaf3ganx4PFmGznK,0.682
0,0.00742,https://api.spotify.com/v1/audio-analysis/0K8hmlY7fVZLRp3R1JnWLT,0.391,244400,0.929,0K8hmlY7fVZLRp3R1JnWLT,0.382,4,0.183,-6.773,0,0.0426,93.919,4,https://api.spotify.com/v1/tracks/0K8hmlY7fVZLRp3R1JnWLT,audio_features,spotify:track:0K8hmlY7fVZLRp3R1JnWLT,0.524
0,0.0505,https://api.spotify.com/v1/audio-analysis/10igKaIKsSB6ZnWxPxPvKO,0.558,388733,0.364,10igKaIKsSB6ZnWxPxPvKO,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,https://api.spotify.com/v1/tracks/10igKaIKsSB6ZnWxPxPvKO,audio_features,spotify:track:10igKaIKsSB6ZnWxPxPvKO,0.17
0,0.000881,https://api.spotify.com/v1/audio-analysis/1cojSYj0ugS7tmcwKIxMX4,0.627,256600,0.752,1cojSYj0ugS7tmcwKIxMX4,0.0299,5,0.105,-7.691,1,0.0346,121.775,4,https://api.spotify.com/v1/tracks/1cojSYj0ugS7tmcwKIxMX4,audio_features,spotify:track:1cojSYj0ugS7tmcwKIxMX4,0.472
0,0.000477,https://api.spotify.com/v1/audio-analysis/0h26wQZD5GoSvK5zZuv69E,0.563,308533,0.8,0h26wQZD5GoSvK5zZuv69E,0.000523,8,0.118,-6.565,1,0.039,83.09,4,https://api.spotify.com/v1/tracks/0h26wQZD5GoSvK5zZuv69E,audio_features,spotify:track:0h26wQZD5GoSvK5zZuv69E,0.431
0,0.000297,https://api.spotify.com/v1/audio-analysis/6YwqziI3H71IMishKRTHHg,0.584,409640,0.816,6YwqziI3H71IMishKRTHHg,0.0151,9,0.102,-8.101,0,0.0346,119.534,4,https://api.spotify.com/v1/tracks/6YwqziI3H71IMishKRTHHg,audio_features,spotify:track:6YwqziI3H71IMishKRTHHg,0.361
0,0.000447,https://api.spotify.com/v1/audio-analysis/6RlsFZUCF3bU4NE7BjpDXr,0.475,233893,0.924,6RlsFZUCF3bU4NE7BjpDXr,0.0408,0,0.227,-7.351,1,0.0502,98.843,4,https://api.spotify.com/v1/tracks/6RlsFZUCF3bU4NE7BjpDXr,audio_features,spotify:track:6RlsFZUCF3bU4NE7BjpDXr,0.513
0,0.111,https://api.spotify.com/v1/audio-analysis/7ecVrUYlhj6OrKTAK0oDzo,0.264,183227,0.609,7ecVrUYlhj6OrKTAK0oDzo,0.311,9,0.322,-10.992,0,0.0655,185.875,4,https://api.spotify.com/v1/tracks/7ecVrUYlhj6OrKTAK0oDzo,audio_features,spotify:track:7ecVrUYlhj6OrKTAK0oDzo,0.862
0,0.36,https://api.spotify.com/v1/audio-analysis/2b9lp5A6CqSzwOrBfAFhof,0.453,296200,0.905,2b9lp5A6CqSzwOrBfAFhof,0.000569,9,0.26,-4.001,1,0.115,137.571,4,https://api.spotify.com/v1/tracks/2b9lp5A6CqSzwOrBfAFhof,audio_features,spotify:track:2b9lp5A6CqSzwOrBfAFhof,0.474
0,0.0179,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,0.618,269000,0.938,3ZOEytgrvLwQaqXreDs2Jx,0,9,0.167,-3.442,1,0.0456,91.455,4,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,audio_features,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.875
0,0.0014,https://api.spotify.com/v1/audio-analysis/3K4HG9evC7dg3N0R9cYqk4,0.492,157333,0.969,3K4HG9evC7dg3N0R9cYqk4,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,https://api.spotify.com/v1/tracks/3K4HG9evC7dg3N0R9cYqk4,audio_features,spotify:track:3K4HG9evC7dg3N0R9cYqk4,0.538
0,0.00958,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.556,216880,0.864,60a0Rd6pjrkxjPbaKzXjfq,0,3,0.209,-5.87,0,0.0584,105.143,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.4
0,3.72e-05,https://api.spotify.com/v1/audio-analysis/5Hzto0vLxLb8GfkUtu6ZJK,0.509,202587,0.855,5Hzto0vLxLb8GfkUtu6ZJK,5.87e-05,8,0.0808,-4.567,1,0.046,160.051,4,https://api.spotify.com/v1/tracks/5Hzto0vLxLb8GfkUtu6ZJK,audio_features,spotify:track:5Hzto0vLxLb8GfkUtu6ZJK,0.804
0,0.000264,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,0.413,218933,0.873,0snQkGI5qnAmohLE7jTsTn,0.00249,8,0.204,-4.151,1,0.0536,116.68,3,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,audio_features,spotify:track:0snQkGI5qnAmohLE7jTsTn,0.48
0,0.00532,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z,0.389,312293,0.873,69QHm3pustz01CJRwdo20z,0.0055,4,0.273,-4.768,0,0.0475,106.767,4,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,audio_features,spotify:track:69QHm3pustz01CJRwdo20z,0.303
0,0.000239,https://api.spotify.com/v1/audio-analysis/0C80GCp0mMuBzLf3EAXqxv,0.457,317427,0.904,0C80GCp0mMuBzLf3EAXqxv,0.0879,2,0.396,-5.303,1,0.0747,141.038,4,https://api.spotify.com/v1/tracks/0C80GCp0mMuBzLf3EAXqxv,audio_features,spotify:track:0C80GCp0mMuBzLf3EAXqxv,0.48
0,0.011,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,0.31,255493,0.7,08mG3Y1vljYA6bvDt4Wqkj,0.00965,9,0.0828,-5.678,1,0.047,188.386,4,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,audio_features,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.763
0,0.00287,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,0.532,210173,0.767,2SiXAy7TuUkycRVbbWDEpo,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,audio_features,spotify:track:2SiXAy7TuUkycRVbbWDEpo,0.755
